ase_id,chr,strand,out_donor,out_acceptor,in_junction
13@+@20601748^20601851-@20601747^20601749-20601851^20601853-,13,+,20601748^,20601851-,20601747^20601749-20601851^20601853-
13@-@100635024^100634936-@100635026^100635024-100634937^100634935-,13,-,100635024^,100634936-,100635026^100635024-100634937^100634935-
13@-@42970612^42969177-@42970614^42970612-42969178^42969176-,13,-,42970612^,42969177-,42970614^42970612-42969178^42969176-
13@-@110644065^110642521-@110644067^110644065-110642522^110642520-,13,-,110644065^,110642521-,110644067^110644065-110642522^110642520-
13@-@110647101^110646090-@110647103^110647101-110646091^110646089-,13,-,110647101^,110646090-,110647103^110647101-110646091^110646089-
13@+@19993564^19993826-@19993563^19993565-19993826^19993828-,13,+,19993564^,19993826-,19993563^19993565-19993826^19993828-
13@-@51383589^51383461-@51383591^51383589-51383462^51383460-,13,-,51383589^,51383461-,51383591^51383589-51383462^51383460-
13@-@23341445^23329484-@23341447^23341445-23329485^23329483-,13,-,23341445^,23329484-,23341447^23341445-23329485^23329483-
13@+@102853872^102854288-@102853871^102853873-102854288^102854290-,13,+,102853872^,102854288-,102853871^102853873-102854288^102854290-
13@+@102853872^102854143-@102853871^102853873-102854143^102854145-,13,+,102853872^,102854143-,102853871^102853873-102854143^102854145-
13@+@102872398^102873259-@102872397^102872399-102873259^102873261-,13,+,102872398^,102873259-,102872397^102872399-102873259^102873261-
13@+@102872398^102873261-@102872397^102872399-102873261^102873263-,13,+,102872398^,102873261-,102872397^102872399-102873261^102873263-
13@-@36995425^36995035-@36995427^36995425-36995036^36995034-,13,-,36995425^,36995035-,36995427^36995425-36995036^36995034-
13@-@36994989^36993672-@36994991^36994989-36993673^36993671-,13,-,36994989^,36993672-,36994991^36994989-36993673^36993671-
13@-@36995425^36993672-@36995427^36995425-36993673^36993671-,13,-,36995425^,36993672-,36995427^36995425-36993673^36993671-
13@-@36995427^36993672-@36995429^36995427-36993673^36993671-,13,-,36995427^,36993672-,36995429^36995427-36993673^36993671-
13@-@36952514^36950057-@36952516^36952514-36950058^36950056-,13,-,36952514^,36950057-,36952516^36952514-36950058^36950056-
13@+@37000822^37001749-@37000821^37000823-37001749^37001751-,13,+,37000822^,37001749-,37000821^37000823-37001749^37001751-
13@+@37001723^37002273-@37001722^37001724-37002273^37002275-,13,+,37001723^,37002273-,37001722^37001724-37002273^37002275-
13@+@37001801^37002273-@37001800^37001802-37002273^37002275-,13,+,37001801^,37002273-,37001800^37001802-37002273^37002275-
13@+@37000822^37002273-@37000821^37000823-37002273^37002275-,13,+,37000822^,37002273-,37000821^37000823-37002273^37002275-
13@+@37001801^37002249-@37001800^37001802-37002249^37002251-,13,+,37001801^,37002249-,37001800^37001802-37002249^37002251-
13@+@37000822^37002273-@37000821^37000823-37002273^37002275-,13,+,37000822^,37002273-,37000821^37000823-37002273^37002275-
13@+@37002309^37002488-@37002308^37002310-37002488^37002490-,13,+,37002309^,37002488-,37002308^37002310-37002488^37002490-
13@+@37003517^37004516-@37003516^37003518-37004516^37004518-,13,+,37003517^,37004516-,37003516^37003518-37004516^37004518-
13@+@37003007^37004516-@37003006^37003008-37004516^37004518-,13,+,37003007^,37004516-,37003006^37003008-37004516^37004518-
13@+@37003007^37004477-@37003006^37003008-37004477^37004479-,13,+,37003007^,37004477-,37003006^37003008-37004477^37004479-
13@+@37003007^37003495-@37003006^37003008-37003495^37003497-,13,+,37003007^,37003495-,37003006^37003008-37003495^37003497-
13@+@37006025^37006115-@37006024^37006026-37006115^37006117-,13,+,37006025^,37006115-,37006024^37006026-37006115^37006117-
13@+@37008835^37009184-@37008834^37008836-37009184^37009186-,13,+,37008835^,37009184-,37008834^37008836-37009184^37009186-
13@+@37008835^37009184-@37008834^37008836-37009184^37009186-,13,+,37008835^,37009184-,37008834^37008836-37009184^37009186-
13@+@113320470^113321404-@113320469^113320471-113321404^113321406-,13,+,113320470^,113321404-,113320469^113320471-113321404^113321406-
13@-@52110494^52110410-@52110496^52110494-52110411^52110409-,13,-,52110494^,52110410-,52110496^52110494-52110411^52110409-
13@-@77061169^77059626-@77061171^77061169-77059627^77059625-,13,-,77061169^,77059626-,77061171^77061169-77059627^77059625-
13@-@77061169^77059653-@77061171^77061169-77059654^77059652-,13,-,77061169^,77059653-,77061171^77061169-77059654^77059652-
13@-@77058218^77057093-@77058220^77058218-77057094^77057092-,13,-,77058218^,77057093-,77058220^77058218-77057094^77057092-
13@+@19670964^19671206-@19670963^19670965-19671206^19671208-,13,+,19670964^,19671206-,19670963^19670965-19671206^19671208-
13@+@102636392^102637082-@102636391^102636393-102637082^102637084-,13,+,102636392^,102637082-,102636391^102636393-102637082^102637084-
13@+@102645009^102646294-@102645008^102645010-102646294^102646296-,13,+,102645009^,102646294-,102645008^102645010-102646294^102646296-
13@-@51974418^51974084-@51974420^51974418-51974085^51974083-,13,-,51974418^,51974084-,51974420^51974418-51974085^51974083-
13@-@51960148^51957607-@51960150^51960148-51957608^51957606-,13,-,51960148^,51957607-,51960150^51960148-51957608^51957606-
13@-@51937476^51937393-@51937478^51937476-51937394^51937392-,13,-,51937476^,51937393-,51937478^51937476-51937394^51937392-
13@-@32538778^32538684-@32538780^32538778-32538685^32538683-,13,-,32538778^,32538684-,32538780^32538778-32538685^32538683-
13@-@32538778^32538684-@32538780^32538778-32538685^32538683-,13,-,32538778^,32538684-,32538780^32538778-32538685^32538683-
13@+@46250491^46253900-@46250490^46250492-46253900^46253902-,13,+,46250491^,46253900-,46250490^46250492-46253900^46253902-
13@+@114321232^114323788-@114321231^114321233-114323788^114323790-,13,+,114321232^,114323788-,114321231^114321233-114323788^114323790-
13@+@114321232^114323835-@114321231^114321233-114323835^114323837-,13,+,114321232^,114323835-,114321231^114321233-114323835^114323837-
13@-@110045785^110045629-@110045787^110045785-110045630^110045628-,13,-,110045785^,110045629-,110045787^110045785-110045630^110045628-
13@+@79570750^79571080-@79570749^79570751-79571080^79571082-,13,+,79570750^,79571080-,79570749^79570751-79571080^79571082-
13@+@79541907^79543558-@79541906^79541908-79543558^79543560-,13,+,79541907^,79543558-,79541906^79541908-79543558^79543560-
13@-@98860405^98856031-@98860407^98860405-98856032^98856030-,13,-,98860405^,98856031-,98860407^98860405-98856032^98856030-
13@-@31141122^31140309-@31141124^31141122-31140310^31140308-,13,-,31141122^,31140309-,31141124^31141122-31140310^31140308-
13@-@31137368^31137117-@31137370^31137368-31137118^31137116-,13,-,31137368^,31137117-,31137370^31137368-31137118^31137116-
13@+@97347003^97347041-@97347002^97347004-97347041^97347043-,13,+,97347003^,97347041-,97347002^97347004-97347041^97347043-
13@-@21293579^21292791-@21293581^21293579-21292792^21292790-,13,-,21293579^,21292791-,21293581^21293579-21292792^21292790-
13@-@21293503^21292791-@21293505^21293503-21292792^21292790-,13,-,21293503^,21292791-,21293505^21293503-21292792^21292790-
13@-@63841523^63839824-@63841525^63841523-63839825^63839823-,13,-,63841523^,63839824-,63841525^63841523-63839825^63839823-
13@+@77833427^77833733-@77833426^77833428-77833733^77833735-,13,+,77833427^,77833733-,77833426^77833428-77833733^77833735-
13@-@102793341^102791430-@102793343^102793341-102791431^102791429-,13,-,102793341^,102791430-,102793343^102793341-102791431^102791429-
13@-@102791258^102791138-@102791260^102791258-102791139^102791137-,13,-,102791258^,102791138-,102791260^102791258-102791139^102791137-
13@-@102791297^102791138-@102791299^102791297-102791139^102791137-,13,-,102791297^,102791138-,102791299^102791297-102791139^102791137-
13@-@45341042^45340820-@45341044^45341042-45340821^45340819-,13,-,45341042^,45340820-,45341044^45341042-45340821^45340819-
13@+@45378671^45379195-@45378670^45378672-45379195^45379197-,13,+,45378671^,45379195-,45378670^45378672-45379195^45379197-
13@+@45379335^45379926-@45379334^45379336-45379926^45379928-,13,+,45379335^,45379926-,45379334^45379336-45379926^45379928-
13@+@45379335^45379899-@45379334^45379336-45379899^45379901-,13,+,45379335^,45379899-,45379334^45379336-45379899^45379901-
13@+@45378671^45379926-@45378670^45378672-45379926^45379928-,13,+,45378671^,45379926-,45378670^45378672-45379926^45379928-
13@+@45378671^45379195-@45378670^45378672-45379195^45379197-,13,+,45378671^,45379195-,45378670^45378672-45379195^45379197-
13@-@54120940^54116209-@54120942^54120940-54116210^54116208-,13,-,54120940^,54116209-,54120942^54120940-54116210^54116208-
14@+@88427696^88429348-@88427695^88427697-88429348^88429350-,14,+,88427696^,88429348-,88427695^88427697-88429348^88429350-
14@+@88437903^88438327-@88437902^88437904-88438327^88438329-,14,+,88437903^,88438327-,88437902^88437904-88438327^88438329-
14@+@69768896^69769182-@69768895^69768897-69769182^69769184-,14,+,69768896^,69769182-,69768895^69768897-69769182^69769184-
14@+@69769251^69770467-@69769250^69769252-69770467^69770469-,14,+,69769251^,69770467-,69769250^69769252-69770467^69770469-
14@+@69769251^69769511-@69769250^69769252-69769511^69769513-,14,+,69769251^,69769511-,69769250^69769252-69769511^69769513-
14@+@69769251^69770467-@69769250^69769252-69770467^69770469-,14,+,69769251^,69770467-,69769250^69769252-69770467^69770469-
14@+@69768896^69769182-@69768895^69768897-69769182^69769184-,14,+,69768896^,69769182-,69768895^69768897-69769182^69769184-
14@+@69771544^69771917-@69771543^69771545-69771917^69771919-,14,+,69771544^,69771917-,69771543^69771545-69771917^69771919-
14@-@88469922^88469733-@88469924^88469922-88469734^88469732-,14,-,88469922^,88469733-,88469924^88469922-88469734^88469732-
14@-@55793368^55793110-@55793370^55793368-55793111^55793109-,14,-,55793368^,55793110-,55793370^55793368-55793111^55793109-
14@-@80831143^80830283-@80831145^80831143-80830284^80830282-,14,-,80831143^,80830283-,80831145^80831143-80830284^80830282-
14@-@102233464^102233338-@102233466^102233464-102233339^102233337-,14,-,102233464^,102233338-,102233466^102233464-102233339^102233337-
14@-@102233688^102232708-@102233690^102233688-102232709^102232707-,14,-,102233688^,102232708-,102233690^102233688-102232709^102232707-
14@-@102233688^102232671-@102233690^102233688-102232672^102232670-,14,-,102233688^,102232671-,102233690^102233688-102232672^102232670-
14@+@95691336^95691931-@95691335^95691337-95691931^95691933-,14,+,95691336^,95691931-,95691335^95691337-95691931^95691933-
14@+@90269548^90270198-@90269547^90269549-90270198^90270200-,14,+,90269548^,90270198-,90269547^90269549-90270198^90270200-
14@+@53169275^53169705-@53169274^53169276-53169705^53169707-,14,+,53169275^,53169705-,53169274^53169276-53169705^53169707-
14@-@86062882^86062616-@86062884^86062882-86062617^86062615-,14,-,86062882^,86062616-,86062884^86062882-86062617^86062615-
14@+@90456551^90457019-@90456550^90456552-90457019^90457021-,14,+,90456551^,90457019-,90456550^90456552-90457019^90457021-
14@+@99500871^99502207-@99500870^99500872-99502207^99502209-,14,+,99500871^,99502207-,99500870^99500872-99502207^99502209-
14@+@99502984^99503611-@99502983^99502985-99503611^99503613-,14,+,99502984^,99503611-,99502983^99502985-99503611^99503613-
14@+@58223701^58223783-@58223700^58223702-58223783^58223785-,14,+,58223701^,58223783-,58223700^58223702-58223783^58223785-
14@+@55671655^55671785-@55671654^55671656-55671785^55671787-,14,+,55671655^,55671785-,55671654^55671656-55671785^55671787-
14@+@92651943^92652160-@92651942^92651944-92652160^92652162-,14,+,92651943^,92652160-,92651942^92651944-92652160^92652162-
14@+@92685150^92687686-@92685149^92685151-92687686^92687688-,14,+,92685150^,92687686-,92685149^92685151-92687686^92687688-
14@+@52791926^52792053-@52791925^52791927-52792053^52792055-,14,+,52791926^,52792053-,52791925^52791927-52792053^52792055-
14@+@22770278^22770461-@22770277^22770279-22770461^22770463-,14,+,22770278^,22770461-,22770277^22770279-22770461^22770463-
14@-@22928497^22928211-@22928499^22928497-22928212^22928210-,14,-,22928497^,22928211-,22928499^22928497-22928212^22928210-
14@-@22928497^22928241-@22928499^22928497-22928242^22928240-,14,-,22928497^,22928241-,22928499^22928497-22928242^22928240-
14@-@22920840^22920731-@22920842^22920840-22920732^22920730-,14,-,22920840^,22920731-,22920842^22920840-22920732^22920730-
14@-@22920988^22920731-@22920990^22920988-22920732^22920730-,14,-,22920988^,22920731-,22920990^22920988-22920732^22920730-
14@-@22999054^22998741-@22999056^22999054-22998742^22998740-,14,-,22999054^,22998741-,22999056^22999054-22998742^22998740-
14@-@22999054^22998741-@22999056^22999054-22998742^22998740-,14,-,22999054^,22998741-,22999056^22999054-22998742^22998740-
14@-@23359923^23359694-@23359925^23359923-23359695^23359693-,14,-,23359923^,23359694-,23359925^23359923-23359695^23359693-
14@-@23566064^23565892-@23566066^23566064-23565893^23565891-,14,-,23566064^,23565892-,23566066^23566064-23565893^23565891-
14@-@23565816^23565701-@23565818^23565816-23565702^23565700-,14,-,23565816^,23565701-,23565818^23565816-23565702^23565700-
14@-@23566064^23565701-@23566066^23566064-23565702^23565700-,14,-,23566064^,23565701-,23566066^23566064-23565702^23565700-
14@-@23564046^23563856-@23564048^23564046-23563857^23563855-,14,-,23564046^,23563856-,23564048^23564046-23563857^23563855-
14@-@23563716^23563609-@23563718^23563716-23563610^23563608-,14,-,23563716^,23563609-,23563718^23563716-23563610^23563608-
14@-@23563716^23563638-@23563718^23563716-23563639^23563637-,14,-,23563716^,23563638-,23563718^23563716-23563639^23563637-
14@-@23563584^23563502-@23563586^23563584-23563503^23563501-,14,-,23563584^,23563502-,23563586^23563584-23563503^23563501-
14@-@23563380^23562593-@23563382^23563380-23562594^23562592-,14,-,23563380^,23562593-,23563382^23563380-23562594^23562592-
14@-@23562288^23562066-@23562290^23562288-23562067^23562065-,14,-,23562288^,23562066-,23562290^23562288-23562067^23562065-
14@-@23561962^23561635-@23561964^23561962-23561636^23561634-,14,-,23561962^,23561635-,23561964^23561962-23561636^23561634-
14@-@95712551^95712396-@95712553^95712551-95712397^95712395-,14,-,95712551^,95712396-,95712553^95712551-95712397^95712395-
14@-@74911794^74911380-@74911796^74911794-74911381^74911379-,14,-,74911794^,74911380-,74911796^74911794-74911381^74911379-
14@-@74909543^74909190-@74909545^74909543-74909191^74909189-,14,-,74909543^,74909190-,74909545^74909543-74909191^74909189-
14@-@74907018^74906759-@74907020^74907018-74906760^74906758-,14,-,74907018^,74906759-,74907020^74907018-74906760^74906758-
14@-@74907435^74907124-@74907437^74907435-74907125^74907123-,14,-,74907435^,74907124-,74907437^74907435-74907125^74907123-
14@+@94581490^94581615-@94581489^94581491-94581615^94581617-,14,+,94581490^,94581615-,94581489^94581491-94581615^94581617-
14@+@54784381^54784537-@54784380^54784382-54784537^54784539-,14,+,54784381^,54784537-,54784380^54784382-54784537^54784539-
14@+@54784447^54784537-@54784446^54784448-54784537^54784539-,14,+,54784447^,54784537-,54784446^54784448-54784537^54784539-
14@+@23639895^23643152-@23639894^23639896-23643152^23643154-,14,+,23639895^,23643152-,23639894^23639896-23643152^23643154-
14@+@23639895^23641666-@23639894^23639896-23641666^23641668-,14,+,23639895^,23641666-,23639894^23639896-23641666^23641668-
14@-@20295312^20292127-@20295314^20295312-20292128^20292126-,14,-,20295312^,20292127-,20295314^20295312-20292128^20292126-
14@-@20377425^20377358-@20377427^20377425-20377359^20377357-,14,-,20377425^,20377358-,20377427^20377425-20377359^20377357-
14@+@20455328^20455578-@20455327^20455329-20455578^20455580-,14,+,20455328^,20455578-,20455327^20455329-20455578^20455580-
14@+@20455389^20455578-@20455388^20455390-20455578^20455580-,14,+,20455389^,20455578-,20455388^20455390-20455578^20455580-
14@+@20455394^20455578-@20455393^20455395-20455578^20455580-,14,+,20455394^,20455578-,20455393^20455395-20455578^20455580-
14@+@20455773^20455914-@20455772^20455774-20455914^20455916-,14,+,20455773^,20455914-,20455772^20455774-20455914^20455916-
14@+@20455703^20455914-@20455702^20455704-20455914^20455916-,14,+,20455703^,20455914-,20455702^20455704-20455914^20455916-
14@-@20558540^20557083-@20558542^20558540-20557084^20557082-,14,-,20558540^,20557083-,20558542^20558540-20557084^20557082-
14@-@20558615^20557083-@20558617^20558615-20557084^20557082-,14,-,20558615^,20557083-,20558617^20558615-20557084^20557082-
14@+@21030754^21031012-@21030753^21030755-21031012^21031014-,14,+,21030754^,21031012-,21030753^21030755-21031012^21031014-
14@+@21075499^21075645-@21075498^21075500-21075645^21075647-,14,+,21075499^,21075645-,21075498^21075500-21075645^21075647-
